id,recruiter_id,message,accepted
28018,23,"<p>Hi talentname,</p><p>Just wanted to have the interview recorded on our system too! :) </p><p>Best,</p><p>recruitername </p>",1
26194,23,"<p>Hi talentname,</p><p>​We are looking for a VP of Engineering, who could grow into a CTO. Currently our team is just four developers, but this will increase as we continue to grow over the coming year. </p><p>One concern I had was that you don't have experience with Ruby. Do you see that as an obstacle? </p><p>Best,</p><p>recruitername </p>",1
26305,23,"<p>Hi talentname,</p><p>Thomas speaks very highly of you! :) </p><p>Would you be interested in chatting about a BE position with the opportunity to grow into lead? </p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",1
26193,23,"<p>Hi talentname,</p><p>​We are looking for a VP of Engineering, who could grow into a CTO. Currently our team is just four developers, but this will increase as we continue to grow over the coming year. </p><p>As a first step, I would love to have a quick chat with you to tell you more about the role, our vision and how exactly I see you fitting in. When would you be available?</p><p>Best,</p><p>recruitername </p>",1
25299,23,"<p>Hi talentname,</p><p>​We are looking for a VP of Engineering. Currently we are a small team but will continue to grow over the coming year. </p><p>As a first step, I would love to have a quick chat with you to tell you more about the role, our vision and how exactly I see you fitting in. When would you be available?</p><p>Best,</p><p>recruitername </p>",1
25298,23,"<p>Hi talentname,</p><p>​We are looking for a VP of Engineering, who could grow into a CTO. Currently our team is just four, but this will increase as we continue to grow over the coming year. </p><p>As a first step, I would love to have a quick chat with you to tell you more about the role, our vision and how exactly I see you fitting in. When would you be available?</p><p>Best,</p><p>recruitername </p>",1
22087,23,"<p>Hi talentname,</p><p>How do you feel about diving into Ember? </p><p><span style=""font-size: 0.875rem;"">We are looking for a frontend developer to join our team! We are currently building out fullstack teams at companyname and your UX skills are something which would be very useful!</span></p><p>Also, I see you like GraphQL, we organize GraphQL Conf (formerly GraphQL Europe!). </p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",1
21912,23,"<p>Hi talentname,</p><p><span style=""font-size: 0.875rem;"">I think you fit really well to the role and would love to tell you more about the challenges we are working on. </span></p><p><span style=""font-size: 0.875rem;"">Also thought you might be interested to know that we care a lot about contributing to the developer community. and the many OSS projects on our GitHub! </span><br></p><p>Would you be interested in chatting about the position? </p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",0
21914,23,"<p>Hi talentname,</p><p>How do you feel about diving into Ember? </p><p><span style=""font-size: 0.875rem;"">We are looking for a frontend developer to join our team! </span></p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",1
21913,23,"<p>Hi talentname,</p><p>How do you feel about diving into Ember? </p><p><span style=""font-size: 0.875rem;"">We are looking for a frontend developer to join our team! </span></p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",1
21699,23,"<p>Hi talentname,</p><p><span style=""font-size: 0.875rem;"">Would love to share more details about the role at companyname! </span></p><p><span style=""font-size: 0.875rem;"">Best,</span></p><p><span style=""font-size: 0.875rem;"">recruitername​</span><br></p>",1
20032,23,"<p>Hi talentname,</p><p><span style=""font-size: 0.875rem;"">I think you fit really well to the role and would love to tell you more about the challenges we are working on. </span></p><p><span style=""font-size: 0.875rem;"">Also thought you might be interested to know that we care a lot about contributing to the developer community. and the many OSS projects on our GitHub! </span><br></p><p>Would you be interested in chatting about the position? </p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",1
20036,23,"<p>Hi talentname,</p><p>Would love to chat to you about the Head of Product Role here at companyname.</p><p>Let me know when you are available! </p><p>Best,</p><p>recruitername</p><p>​</p>",0
20035,23,"<p>Hi talentname,</p><p>How do you feel about diving into Ember? </p><p><span style=""font-size: 0.875rem;"">We are looking for a frontend developer to join our team! </span></p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",1
20033,23,"<p>Hi talentname,</p><p>​I would love to chat to you to see if you can help us out with a project we are working on! It would be part-time and related to NLP!</p><p>recruitername</p>",1
20029,23,"<p>Hi talentname,</p><p><span style=""font-size: 0.875rem;"">We are looking for a frontend developer to join our team!</span><br></p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",1
19928,23,"<p>Hi talentname,</p><p>Nice to meet you! We are looking for a senior UX designer to join our tech team. </p><p><span style=""font-size: 0.875rem;"">You seem like you have great </span>experience<span style=""font-size: 0.875rem;""> - Artfuly looks like an awesome project. We can't meet you salary expectations but I would love to chat to the role and see if we can come to an agreement, perhaps on making the role more flexible or by having an equity component!</span></p><p><span style=""font-size: 0.875rem;"">Would love to chat! </span><br></p><p><span style=""font-size: 0.875rem;"">Best,</span></p><p><span style=""font-size: 0.875rem;"">recruitername</span></p><p><span style=""font-size: 0.875rem;"">(P.S Can you send me your dribbble or behance too?) ​</span><br></p>",1
19926,23,"<p>Hi talentname,</p><p>How do you feel about diving into Ember? </p><p><span style=""font-size: 0.875rem;"">We are looking for a frontend developer to join our team! </span></p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",1
19927,23,"<p>Hi talentname,</p><p>We are looking for a part-time developer to join our marketing team to work on open source projects and general developer advocacy.  </p><p>Would love to talk to you a bit more about the role, if you are interested!</p><p>Best,</p><p>recruitername</p><p>​</p>",1
19418,23,"<p>Hi talentname,</p><p>How do you feel about diving into Ember? </p><p><span style=""font-size: 0.875rem;"">We are looking for a frontend developer to join our team! </span></p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",0
18940,23,"<p>Hi talentname,</p><p><span style=""font-size: 0.875rem;"">I think you fit really well to the role and would love to tell you more about the challenges we are working on. </span></p><p><span style=""font-size: 0.875rem;"">Also thought you might be interested to know that we care a lot about contributing to the developer community. and the many OSS projects on our GitHub! </span><br></p><p>Would you be interested in chatting about the position? </p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",0
19248,23,"<p>Hi talentname,</p><p>How do you feel about diving into Ember? </p><p><span style=""font-size: 0.875rem;"">We are looking for a frontend developer to join our team! </span></p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",0
19246,23,"<p>Hi talentname,</p><p>Would love to chat to you about the Head of Product Role here at companyname.</p><p>Let me know when you are available! </p><p>Best,</p><p>recruitername</p><p>​</p>",1
19247,23,"<p>Hi talentname,</p><p>Would love to chat to you about the Head of Product Role here at companyname.</p><p>Let me know when you are available! </p><p>Best,</p><p>recruitername</p><p>​</p>",1
19241,23,"<p>Hi talentname,</p><p><span style=""font-size: 0.875rem;"">I think you fit really well to the role and would love to tell you more about the challenges we are working on. </span></p><p><span style=""font-size: 0.875rem;"">Also thought you might be interested to know that we care a lot about contributing to the developer community. and the many OSS projects on our GitHub! </span><br></p><p>Would you be interested in chatting about the position? </p><p><span style=""font-size: 0.875rem;"">Best,</span><br></p><p>recruitername</p>",1
19245,23,"<p>Hi talentname,</p><p>Would love to chat to you about the CPO here at companyname.</p><p>Let me know when you are available! </p><p>Best,</p><p>recruitername</p><p>​</p>",1
17756,23,"<p>Hi talentname,</p><p><span style=""font-size: 0.875rem;"">We are looking for a backend Ruby developer and you seem like a great fit for the role! I </span>especially<span style=""font-size: 0.875rem;""> like your work with Podcasts - you should check out our Documentary series. We started with Elixir, but hope to make one about Ruby soon too! :) </span><br></p><p>Would you be interested in chatting about the role? If so, are you available on Monday afternoon?</p><p><br></p><p>Best,</p><p>recruitername</p>",1
17713,23,"<p>Hi talentname,</p><p>I see that the majority of your experience is with Angular and Node, whereas we use Ember and Ruby. </p><p>However, we have a big project coming up to overhaul our backend system for the Talent Rep team and would love you to be part of that as a fullstack developer. For the project, we want to use the best technologies to solve the problem (though of course we do have some preference towards Ruby ;) ). </p><p>Does this sound like something interesting for you? Check out our GitHub profile too, we value open source quite a lot! </p><p>recruitername </p><p>​</p>",1
17715,23,"<p>Hi talentname,</p><p>​I know you chose Munich as your preferred location, but I wanted to send this invite just in case we can convince you to consider Berlin.</p><p>I think technically you fit really well to the role and would love to tell you more about the challenges we are working on. But more interesting than that, I think we fit to your aim of finding a company where improving the developer community is valued. and the many OSS projects on our GitHub! </p><p>Would you be interested in chatting about the position? </p><p><br></p><p>Best,</p><p>recruitername</p>",0
17755,23,"<p>Hi talentname,</p><p>recommended I write to you! </p><p>You seem to be a great fit for our Ruby position. Would you be available for a call on Monday afternoon?</p><p>Best,</p><p>recruitername</p>",1
17708,23,"<p>Hi talentname,</p><p>​I guess you already know us here at companyname? :) </p><p>We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? </p><p>Looking forward to getting to know you!</p><p>Best,</p><p>recruitername</p>",1
17584,23,"<p>Hi talentname,</p><p>Looks like you have some great experience. I particularly like your premium admin tool, which is very related to what we want to build internally. </p><p>I would love to schedule a first screening call, it would be 30mins. Do you availability this week?</p><p>Best,</p><p>recruitername</p><p><br></p><p><br></p><p>​</p>",1
17515,23,"<p>Hi talentname,</p><p>​I guess you already know us here at companyname? :) </p><p>We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? </p><p>Looking forward to getting to know you!</p><p>Best,</p><p>recruitername</p>",0
17513,23,"<p>Hi talentname,</p><p>​I guess you already know us here at companyname? :) </p><p>We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? </p><p>Looking forward to getting to know you!</p><p>Best,</p><p>recruitername</p>",1
17522,23,"<p>Hi talentname,</p><p>​Looks like you have a great profile! </p><p>Would love to discuss the role in a short call with you!</p><p>Best,</p><p>recruitername</p>",1
17520,23,"<p>Hi talentname,</p><p>​I guess you already know us here at companyname? :) </p><p>We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? </p><p>Looking forward to getting to know you!</p><p>Best,</p><p>recruitername</p>",0
17518,23,"<p>Hi talentname,</p><p>​I guess you already know us here at companyname? :) </p><p>We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? </p><p>Looking forward to getting to know you!</p><p>Best,</p><p>recruitername</p>",0
15767,23,"<p>Hi talentname,</p><p>I wanted to send you an interview invite because your wish to work with Elixir caught my eye! ​One of our main services is written in Elixir and we have just completed our first documentary - and its about Elixir! (We made it together with Jose Valim). So its a language which is close to our hearts. </p><p>We are a small, committed team and you seem like you would be a great addition. We might not immediately be able to match your salary expectations, but I would love to chat to you about the position and see if you are interested! </p><p>Thanks,</p><p>recruitername </p>",0
16204,23,"<p>Hi talentname,</p><p>​I guess you already know us here at companyname? :) </p><p>We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. </p><p>Looking forward to getting to know you!</p><p>Best,</p><p>recruitername</p>",0
16196,23,"<p>Hi talentname,</p><p>​I guess you already know us here at companyname? :) </p><p>We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. </p><p>Looking forward to getting to know you!</p><p>Best,</p><p>recruitername</p>",1
16203,23,"<p>Hi talentname,</p><p>​I guess you already know us here at companyname? :) </p><p>We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. </p><p>Looking forward to getting to know you!</p><p>Best,</p><p>recruitername</p>",1
16353,23,"<p>Hi talentname,</p><p>Just wanted to have you in our backend system! So would be great if you can accept the invite! :) </p><p>See you later today!</p><p>​</p>",0
16202,23,"<p>Hi talentname,</p><p>​I guess you already know us here at companyname? :) </p><p>We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. </p><p>Looking forward to getting to know you!</p><p>Best,</p><p>recruitername</p>",0
20802,834,"<p>Hi talentname,</p><p>We are looking for a frontend developer with Javascript experience, a love of digging into CSS details and a passion for great UI to join our team. </p><p>You seem like you are great fit and we would love to get to know you more!</p><p>Looking forward to chatting!</p><p>Best,</p><p>recruitername</p>",1
20781,834,"<p>Hi talentname,</p><p>We are looking for a frontend developer with Javascript experience, a love of digging into CSS details and a passion for great UI to join our team. </p><p>You seem like you are great fit and we would love to get to know you more!</p><p>Looking forward to chatting!</p><p>Best,</p><p>recruitername</p>",1
17075,834,"<p>Hi talentname,</p><p>​We see you are into JavaScript :). So are we! Even one of our lead generation co-worker is a node.js bot :)<br><br>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",1
17074,834,"<p>Hi talentname,</p><p>​We see you are into Ruby and Heroku :). So are we! We even wrote a heroku bot to auto-deploy your code, so you can write more code while it writes more code.<br><br>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",0
13913,834,"<p>Hi talentname,</p><p>I know you wrote Cologne and Remote as your preferred locations but your stack fits so well to ours, we couldn't resist sending an invite! </p><p>We are based in Berlin, so we understand if you need to reject due to location, but we are working with Ruby and Ember, so maybe its interesting for you ;) </p><p><br>Regards,<br>recruitername</p>",0
12929,834,"<p>Hi talentname,</p><p>​We see you are into Ruby :). So are we!<br><br>​At companyname we are excited about technology and its application in solving real life problems.<br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br>We see you're willing to learn some DevOps. We are team full of developers without much Ops experience but have built a wonderful automated deployment pipeline ;) Manual deploys are a thing of the past <br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",1
13549,834,"<p>Hi talentname,</p><p>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* building new features for two distinct sets of users (developers and recruiters! ;) ) <br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",0
11148,834,"<p>Hi talentname,</p><p>​We see you are into Ruby :). So do we!<br><br>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",1
12586,834,"<p>Hi talentname,</p><p>​We see you are into Ruby, Node and Elixir :). So are we!<br><br>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",0
10650,834,"<p>Hi talentname,</p><p>We see you are into Rust and Ruby :). So do are we!</p><p>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability</p><p><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",1
16631,834,"<p>Hi talentname,</p><p>​We see you are into Ruby :). So do we!<br><br>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",1
11147,834,"<p>Hi talentname,</p><p>​We see you are into Rust and Ruby :). So do we!<br><br>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",1
11149,834,"<p>Hi talentname,</p><p>​We see you are into Ruby :). So do we!<br><br>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",1
9202,834,"<p>Hi talentname,</p><p>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",0
15684,834,"<p>Hi talentname,</p><p>​We see you are into Ruby :). So do we!<br><br>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",0
10850,834,"<p>Hi talentname,</p><p>​We see you are into Rust and Ruby :). So are we!<br><br>​At companyname we are excited about technology and its application in solving real life problems. <br><br>Our challenges are: <br>* creating the tools/technology of tomorrow for finding every developer his perfect team/challenge<br>* making finding of the next great challenge close to effortless<br>* incrementally increasing speed of development by improving code maintainability and reusability<br><br><br>In case you would like to know more, we would love to hear from you!<br><br>Regards,<br>recruitername</p>",0
