accepted,id,message,recruiter_id,type,frequency,template
,3340,"Hi [talent_name],We are looking for a part-time developer to join our marketing team to work on open source projects and general developer advocacy.  Would love to talk to you a bit more about the role, if you are interested!Best,recruitername​",23,template,0,
,3263,"Hi [talent_name],Would love to chat to you about the Head of Product Role here at Honeypot.Let me know when you are available! Best,recruitername​",23,template,0,
,2869,"Hi [talent_name],I think you fit really well to the role and would love to tell you more about the challenges we are working on. Also thought you might be interested to know that we care a lot about contributing to the developer community. and the many OSS projects on our GitHub! Would you be interested in chatting about the position? Best,recruitername",23,template,0,
,3094,"Hi [talent_name],How do you feel about diving into Ember? We are looking for a frontend developer to join our team! Best,recruitername",23,template,0,
,2809,"Hi [talent_name],I see that the majority of your experience is with Angular and Node. ​",23,template,0,
,3054,"Hi [talent_name],​We are looking for VP of Engineering. Best,recruitername ",23,template,0,
,2531,"Hi [talent_name],We are looking for a frontend developer with Ember experience, a love of digging into CSS details and a passion for great UI to join our team. You seem like you are great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername",834,template,0,
,2522,"Hi [talent_name],​We are super ambitious about where Honeypot will go. We want to build a frictionless experience for both developers and recruiters in finding their perfect match. To do this, we believe we have to build smart algorithms which personalize the discovery of jobs for each user. We are a small team and we have a long way to go, so we want someone who is curious, pragmatic and believes they can make an impact. Looking at your profile, you seem to be a great fit and we would love to chat further! Hoping to talk soon!Best,recruitername ",834,template,0,
,2248,"Hi [talent_name],​SHARE!",834,template,0,
,2157,"Hi [talent_name],​We see you are into Ruby :). So do we!​At Honeypot we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,template,0,
,4810,"Hi [talent_name],​​We are currently seeking a senior back-end developer to lead of back-end devs here at Honeypot, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,template,0,
,4657,"Hi [talent_name],My name is recruitername and I lead the People Ops team at Honeypot. We are looking for a full-stack developer to join our Search team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,template,0,
,3990,"Hi [talent_name],​We are currently seeking a Sr. Frontend Developer here at Honeypot, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,template,0,
,3885,"Hi [talent_name],​We are currently seeking a Senior Data Scientist here at Honeypot, and we would love to arrange a video call to discuss the position with you!If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername ",3688,template,0,
,3668,"Hi [talent_name],We are currently looking for a senior product manager here at Honeypot. If you are interested I would love to arrange a short video call. Kindest, recruitername ",3688,template,58,
1.0,28018,"Hi talentname,Just wanted to have the interview recorded on our system too! :) Best,recruitername ",23,invite,0,
1.0,26194,"Hi talentname,​We are looking for a VP of Engineering, who could grow into a CTO. Currently our team is just four developers, but this will increase as we continue to grow over the coming year. One concern I had was that you don't have experience with Ruby. Do you see that as an obstacle? Best,recruitername ",23,invite,0,
1.0,26305,"Hi talentname,Thomas speaks very highly of you! :) Would you be interested in chatting about a BE position with the opportunity to grow into lead? Best,recruitername",23,invite,0,
1.0,26193,"Hi talentname,​We are looking for a VP of Engineering, who could grow into a CTO. Currently our team is just four developers, but this will increase as we continue to grow over the coming year. As a first step, I would love to have a quick chat with you to tell you more about the role, our vision and how exactly I see you fitting in. When would you be available?Best,recruitername ",23,invite,0,
1.0,25299,"Hi talentname,​We are looking for a VP of Engineering. Currently we are a small team but will continue to grow over the coming year. As a first step, I would love to have a quick chat with you to tell you more about the role, our vision and how exactly I see you fitting in. When would you be available?Best,recruitername ",23,invite,0,
1.0,25298,"Hi talentname,​We are looking for a VP of Engineering, who could grow into a CTO. Currently our team is just four, but this will increase as we continue to grow over the coming year. As a first step, I would love to have a quick chat with you to tell you more about the role, our vision and how exactly I see you fitting in. When would you be available?Best,recruitername ",23,invite,0,
1.0,22087,"Hi talentname,How do you feel about diving into Ember? We are looking for a frontend developer to join our team! We are currently building out fullstack teams at companyname and your UX skills are something which would be very useful!Also, I see you like GraphQL, we organize GraphQL Conf (formerly GraphQL Europe!). Best,recruitername",23,invite,0,
0.0,21912,"Hi talentname,I think you fit really well to the role and would love to tell you more about the challenges we are working on. Also thought you might be interested to know that we care a lot about contributing to the developer community. and the many OSS projects on our GitHub! Would you be interested in chatting about the position? Best,recruitername",23,invite,0,
1.0,21914,"Hi talentname,How do you feel about diving into Ember? We are looking for a frontend developer to join our team! Best,recruitername",23,invite,0,
1.0,21913,"Hi talentname,How do you feel about diving into Ember? We are looking for a frontend developer to join our team! Best,recruitername",23,invite,0,
1.0,21699,"Hi talentname,Would love to share more details about the role at companyname! Best,recruitername​",23,invite,0,
1.0,20032,"Hi talentname,I think you fit really well to the role and would love to tell you more about the challenges we are working on. Also thought you might be interested to know that we care a lot about contributing to the developer community. and the many OSS projects on our GitHub! Would you be interested in chatting about the position? Best,recruitername",23,invite,0,
0.0,20036,"Hi talentname,Would love to chat to you about the Head of Product Role here at companyname.Let me know when you are available! Best,recruitername​",23,invite,0,
1.0,20035,"Hi talentname,How do you feel about diving into Ember? We are looking for a frontend developer to join our team! Best,recruitername",23,invite,0,
1.0,20033,"Hi talentname,​I would love to chat to you to see if you can help us out with a project we are working on! It would be part-time and related to NLP!recruitername",23,invite,0,
1.0,20029,"Hi talentname,We are looking for a frontend developer to join our team!Best,recruitername",23,invite,0,
1.0,19928,"Hi talentname,Nice to meet you! We are looking for a senior UX designer to join our tech team. You seem like you have great experience - Artfuly looks like an awesome project. We can't meet you salary expectations but I would love to chat to the role and see if we can come to an agreement, perhaps on making the role more flexible or by having an equity component!Would love to chat! Best,recruitername(P.S Can you send me your dribbble or behance too?) ​",23,invite,0,
1.0,19926,"Hi talentname,How do you feel about diving into Ember? We are looking for a frontend developer to join our team! Best,recruitername",23,invite,0,
1.0,19927,"Hi talentname,We are looking for a part-time developer to join our marketing team to work on open source projects and general developer advocacy.  Would love to talk to you a bit more about the role, if you are interested!Best,recruitername​",23,invite,0,
0.0,19418,"Hi talentname,How do you feel about diving into Ember? We are looking for a frontend developer to join our team! Best,recruitername",23,invite,0,
0.0,18940,"Hi talentname,I think you fit really well to the role and would love to tell you more about the challenges we are working on. Also thought you might be interested to know that we care a lot about contributing to the developer community. and the many OSS projects on our GitHub! Would you be interested in chatting about the position? Best,recruitername",23,invite,0,
0.0,19248,"Hi talentname,How do you feel about diving into Ember? We are looking for a frontend developer to join our team! Best,recruitername",23,invite,0,
1.0,19246,"Hi talentname,Would love to chat to you about the Head of Product Role here at companyname.Let me know when you are available! Best,recruitername​",23,invite,0,
1.0,19247,"Hi talentname,Would love to chat to you about the Head of Product Role here at companyname.Let me know when you are available! Best,recruitername​",23,invite,0,
1.0,19241,"Hi talentname,I think you fit really well to the role and would love to tell you more about the challenges we are working on. Also thought you might be interested to know that we care a lot about contributing to the developer community. and the many OSS projects on our GitHub! Would you be interested in chatting about the position? Best,recruitername",23,invite,0,
1.0,19245,"Hi talentname,Would love to chat to you about the CPO here at companyname.Let me know when you are available! Best,recruitername​",23,invite,0,
1.0,17756,"Hi talentname,We are looking for a backend Ruby developer and you seem like a great fit for the role! I especially like your work with Podcasts - you should check out our Documentary series. We started with Elixir, but hope to make one about Ruby soon too! :) Would you be interested in chatting about the role? If so, are you available on Monday afternoon?Best,recruitername",23,invite,0,
1.0,17713,"Hi talentname,I see that the majority of your experience is with Angular and Node, whereas we use Ember and Ruby. However, we have a big project coming up to overhaul our backend system for the Talent Rep team and would love you to be part of that as a fullstack developer. For the project, we want to use the best technologies to solve the problem (though of course we do have some preference towards Ruby ;) ). Does this sound like something interesting for you? Check out our GitHub profile too, we value open source quite a lot! recruitername ​",23,invite,0,
0.0,17715,"Hi talentname,​I know you chose Munich as your preferred location, but I wanted to send this invite just in case we can convince you to consider Berlin.I think technically you fit really well to the role and would love to tell you more about the challenges we are working on. But more interesting than that, I think we fit to your aim of finding a company where improving the developer community is valued. and the many OSS projects on our GitHub! Would you be interested in chatting about the position? Best,recruitername",23,invite,0,
1.0,17755,"Hi talentname,recommended I write to you! You seem to be a great fit for our Ruby position. Would you be available for a call on Monday afternoon?Best,recruitername",23,invite,0,
1.0,17708,"Hi talentname,​I guess you already know us here at companyname? :) We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? Looking forward to getting to know you!Best,recruitername",23,invite,0,
1.0,17584,"Hi talentname,Looks like you have some great experience. I particularly like your premium admin tool, which is very related to what we want to build internally. I would love to schedule a first screening call, it would be 30mins. Do you availability this week?Best,recruitername​",23,invite,0,
0.0,17515,"Hi talentname,​I guess you already know us here at companyname? :) We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? Looking forward to getting to know you!Best,recruitername",23,invite,0,
1.0,17513,"Hi talentname,​I guess you already know us here at companyname? :) We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? Looking forward to getting to know you!Best,recruitername",23,invite,0,
1.0,17522,"Hi talentname,​Looks like you have a great profile! Would love to discuss the role in a short call with you!Best,recruitername",23,invite,0,
0.0,17520,"Hi talentname,​I guess you already know us here at companyname? :) We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? Looking forward to getting to know you!Best,recruitername",23,invite,0,
0.0,17518,"Hi talentname,​I guess you already know us here at companyname? :) We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. When are you available? Looking forward to getting to know you!Best,recruitername",23,invite,0,
0.0,15767,"Hi talentname,I wanted to send you an interview invite because your wish to work with Elixir caught my eye! ​One of our main services is written in Elixir and we have just completed our first documentary - and its about Elixir! (We made it together with Jose Valim). So its a language which is close to our hearts. We are a small, committed team and you seem like you would be a great addition. We might not immediately be able to match your salary expectations, but I would love to chat to you about the position and see if you are interested! Thanks,recruitername ",23,invite,0,
0.0,16204,"Hi talentname,​I guess you already know us here at companyname? :) We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. Looking forward to getting to know you!Best,recruitername",23,invite,0,
1.0,16196,"Hi talentname,​I guess you already know us here at companyname? :) We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. Looking forward to getting to know you!Best,recruitername",23,invite,0,
1.0,16203,"Hi talentname,​I guess you already know us here at companyname? :) We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. Looking forward to getting to know you!Best,recruitername",23,invite,0,
0.0,16353,"Hi talentname,Just wanted to have you in our backend system! So would be great if you can accept the invite! :) See you later today!​",23,invite,0,
0.0,16202,"Hi talentname,​I guess you already know us here at companyname? :) We like your profile and think you could be a great fit to our engineering team. The first step of our interview process is a short 30 minute call. Looking forward to getting to know you!Best,recruitername",23,invite,0,
1.0,20802,"Hi talentname,We are looking for a frontend developer with Javascript experience, a love of digging into CSS details and a passion for great UI to join our team. You seem like you are great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername",834,invite,0,
1.0,20781,"Hi talentname,We are looking for a frontend developer with Javascript experience, a love of digging into CSS details and a passion for great UI to join our team. You seem like you are great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername",834,invite,0,
1.0,17075,"Hi talentname,​We see you are into JavaScript :). So are we! Even one of our lead generation co-worker is a node.js bot :)​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,17074,"Hi talentname,​We see you are into Ruby and Heroku :). So are we! We even wrote a heroku bot to auto-deploy your code, so you can write more code while it writes more code.​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,13913,"Hi talentname,I know you wrote Cologne and Remote as your preferred locations but your stack fits so well to ours, we couldn't resist sending an invite! We are based in Berlin, so we understand if you need to reject due to location, but we are working with Ruby and Ember, so maybe its interesting for you ;) Regards,recruitername",834,invite,0,
1.0,12929,"Hi talentname,​We see you are into Ruby :). So are we!​At companyname we are excited about technology and its application in solving real life problems.Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityWe see you're willing to learn some DevOps. We are team full of developers without much Ops experience but have built a wonderful automated deployment pipeline ;) Manual deploys are a thing of the past In case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,13549,"Hi talentname,​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* building new features for two distinct sets of users (developers and recruiters! ;) ) * incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,11148,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,12586,"Hi talentname,​We see you are into Ruby, Node and Elixir :). So are we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,10650,"Hi talentname,We see you are into Rust and Ruby :). So do are we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,16631,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,11147,"Hi talentname,​We see you are into Rust and Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,11149,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,9202,"Hi talentname,​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,15684,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,10850,"Hi talentname,​We see you are into Rust and Ruby :). So are we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,12585,"Hi talentname,​We see you are into Ruby/React :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,14274,"Hi talentname,​We are super ambitious about where companyname will go. We want to build a frictionless experience for both developers and recruiters in finding their perfect match. To do this, we believe we have to build smart algorithms which personalize the discovery of jobs for each user. We are a small team and we have a long way to go, so we want someone who is curious, pragmatic and believes they can make an impact. Looking at your profile, you seem to be a great fit and we would love to chat further! Hoping to talk soon!Best,recruitername ",834,invite,0,
0.0,11153,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,13545,"Hi talentname,​We see you are into Ruby :). So do we!I see you mentioned you would like a company with social impact. You list international aid, education, clean energy and sharing economy as options, but we believe that companyname can also change peoples lives! :) ​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* building features which deal with two very distinct sets of users* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,15679,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,15681,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,15683,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,11825,"Hi talentname,​We really like your technology stack and the fact you are interested in multiple stacks!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,11824,"Hi talentname,​​We see you are into Ruby :). So are we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,12928,"Hi talentname,​We see you are into Ruby and Elixir :). So are we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,13618,"Hi talentname,​We see you are into Ruby :). So are we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* building one product for two very distinct sets of users!* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,13547,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* building features for two distinct sets of users* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,13620,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* building a product which serves two very different sets of users! * incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,15680,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,13835,"Hi talentname,​We are super ambitious about where companyname will go. We want to build a frictionless experience for both developers and recruiters in finding their perfect match. To do this, we believe we have to build smart algorithms which personalize the discovery of jobs for each user. We are a small team and we have a long way to go, so we want someone who is curious, pragmatic and believes they can make an impact. Looking at your profile, you seem to be a great fit and we would love to chat further! Hoping to talk soon!Best,recruitername ",834,invite,0,
1.0,13834,"Hi talentname,​We are super ambitious about where companyname will go. We want to build a frictionless experience for both developers and recruiters in finding their perfect match. To do this, we believe we have to build smart algorithms which personalize the discovery of jobs for each user. We are a small team and we have a long way to go, so we want someone who is curious, pragmatic and believes they can make an impact. Looking at your profile, you seem to be a great fit and we would love to chat further! Hoping to talk soon!Best,recruitername ",834,invite,0,
1.0,13836,"Hi talentname,​We are super ambitious about where companyname will go. We want to build a frictionless experience for both developers and recruiters in finding their perfect match. To do this, we believe we have to build smart algorithms which personalize the discovery of jobs for each user. We are a small team and we have a long way to go, so we want someone who is curious, pragmatic and believes they can make an impact. Looking at your profile, you seem to be a great fit and we would love to chat further! Hoping to talk soon!Best,recruitername ",834,invite,0,
