accepted,id,message,recruiter_id,type,frequency,template
1.0,15686,"Hi talentname,​We see you are into Ruby :). So are we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,13912,"Hi talentname,We are looking for a frontend developer with a love of great UI to join our team. You seem like you are great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername",834,invite,0,
1.0,13899,"Hi talentname,​We see you are into Ruby, Ember and Elixir - so are we! :) ​At companyname we are excited about technology and its application in solving real life problems. In case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,14273,"Hi talentname,​We are super ambitious about where companyname will go. We want to build a frictionless experience for both developers and recruiters in finding their perfect match. To do this, we believe we have to build smart algorithms which personalize the discovery of jobs for each user. We are a small team and we have a long way to go, so we want someone who is curious, pragmatic and believes they can make an impact. Looking at your profile, you seem to be a great fit and we would love to chat further! We have two open source projects at the moment and would definitely like to continue that in the future!Hoping to talk soon!Best,recruitername ",834,invite,0,
0.0,16633,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,14275,"Hi talentname,​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,14293,"Hi talentname,​We are super ambitious about where companyname will go. We want to build a frictionless experience for both developers and recruiters in finding their perfect match. To do this, we believe we have to build smart algorithms which understand human motivation and personalize the discovery of jobs for each user. We are a small team and we have a long way to go, so we want someone who is curious, pragmatic and believes they can make an impact. Looking at your profile, you seem to be a great fit and we would love to chat further! Hoping to talk soon!Best,recruitername ",834,invite,0,
1.0,16131,"Hi talentname,​We see you are into Ruby :). So are we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
0.0,16629,"Hi talentname,​We see you are into Ruby :). So do we!​At companyname we are excited about technology and its application in solving real life problems. Our challenges are: * creating the tools/technology of tomorrow for finding every developer his perfect team/challenge* making finding of the next great challenge close to effortless* incrementally increasing speed of development by improving code maintainability and reusabilityIn case you would like to know more, we would love to hear from you!Regards,recruitername",834,invite,0,
1.0,34157,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,invite,0,
0.0,34077,"Hi talentname,We are currently looking for a senior product manager here at companyname, and from your profile, I think you could be a great fit!If you are interested I would love to set up a video call over google hangouts with recruitername our Head of Product, would you have time on Friday afternoon? Let me know!Kindest, recruitername ",3688,invite,0,3668
0.0,33734,"Hi talentname,​We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework (no Ember experience required). We are a team of 8 developers currently, but steadily growing :)  If you are interested I would have time on Friday at 11:00 or 15:00, or please just suggest a few times for early next week you would be available.The video call would be conducted via hangouts. Have a great day! Kindest, recruitername",3688,invite,0,3668
1.0,32262,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join our team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Please note as I am out of office next week the earliest time I am available would be the 23rd and after. Let me know!recruitername ",3688,invite,0,
1.0,32311,"Hi talentname,​We are currently looking for a Product Designer here at companyname and I think you could be a great fit! I would love to set up a first video all with Ro, our Head of Product for next week. Would a time on Thursday afternoon work for you?Let me know and I can send a calendar invite with a link for google hangouts to conduct the call.Kindest, recruitername",3688,invite,0,3668
0.0,31950,"Hi talentname,​​We are currently seeking a back-end developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,31984,"Hi talentname,​We are currently seeking a Sr. Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
1.0,31952,"Hi talentname,​​We are currently seeking a senior back-end developer to lead of back-end devs here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,31951,"Hi talentname,​We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
0.0,31853,"Hi talentname,​We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
1.0,31854,"Hi talentname,​We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
1.0,31343,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join our team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,invite,0,
1.0,31356,"Hi talentname,​​We are currently seeking a senior back-end developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,31350,"Hi talentname,​​We are currently seeking a back-end developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,31353,"Hi talentname,​We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
1.0,31354,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join our Search team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,invite,0,
0.0,30852,"Hi talentname,​We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
0.0,30851,"Hi talentname,​We are currently seeking a Front-end Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
1.0,30850,"Hi talentname,​We are currently seeking a Sr. Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
1.0,30857,"Hi talentname,​​We are currently seeking a senior back-end developer to lead of back-end devs here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,30856,"Hi talentname,​​We are currently seeking a senior back-end developer to lead of back-end devs here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,30855,"Hi talentname,​​We are currently seeking a back-end developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
0.0,30854,"Hi talentname,​​We are currently seeking a back-end developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times for next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,30583,"Hi talentname, We are looking for a senior UX designer here at companyname and I think you could be a great fit :) If you are interested I would love to arrange a video call over google hangouts, would Tuesday at 11:00 work for you? Let me know and I can send a cal invite with a link for the call. Kindest, recruitername ",3688,invite,0,3668
0.0,30258,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join our Search team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,invite,0,
1.0,30307,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join our Search team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,invite,0,
1.0,30265,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join our Search team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,invite,0,
1.0,30304,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join our Search team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,invite,0,
1.0,30305,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join our Search team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,invite,0,
0.0,30246,"Hi talentname, We are currently looking for a Head of Engineering here at companyname and I think you would be a great fit! However, the role would be in our Head office in Berlin, and I see you only have Stuttgart as an option. If you are open to Berlin let me know, and I would love to arrange a call. Let me know, and enjoy your day! Kindest, recruitername ",3688,invite,0,
1.0,29821,"Hi talentname,My name is recruitername and I lead the People Ops team at companyname. We are looking for a full-stack developer to join our Search team, and your profile was a delight to review! If the role described above sparks your interest, I'd love to set up a video call over google hangouts to get to know each other. Let me know!recruitername ",3688,invite,0,
0.0,29739,"Hi talentname,We are currently looking for a Search Engineer to join our Data team here at companyname which I think you would be a really great fit for!I would love to arrange a video call over hangouts to get to know each other better. Would you have time on Friday morning?Let me know and I can send an invite with the link.Kindest,recruitername",3688,invite,0,3668
1.0,28291,"Hi talentname,​We are looking for a Senior UX Designer here at companyname and I think you could be a great fit! I would like to mention however that our team is quite small, we only have one UX/UI designer currently. However, we do have cross-functional teams so you would be working with our 3 Product Managers, our Head or Product and tech team of six (and growing). Let me know if you are interested, and if so I would love to arrange a first video call over hangouts to get to know each other. Have a great weekend!recruitername ",3688,invite,0,
1.0,27521,"Hi talentname,​We are currently looking for a senior UX designer here at companyname, and I think you could be a great fit for the role!Would you have time for a video call this week over google hangouts? At the moment my Tuesday afternoon is free? We would need around 45 minutes. Let me know, and have a great Monday! Kindest, recruitername ",3688,invite,0,
1.0,27283,"Hi talentname,​We are currently looking for a Search Relevance Engineer here at companyname and I think you could be a great fit! Would you have time for a video call tomorrow of Thursday afternoon to discuss the role? In terms of the exact time I can be quite flexible. Let me know, once confirmed I can send an invite with a hangouts link for the call. Kindest, recruitername ",3688,invite,0,
1.0,27172,"Hi talentname,We are currently looking for a search engineer here at companyname which I think you would be a really great fit for! I would love to arrange a video call over hangouts to get to know each other better. Would you have time on Monday or Tuesday afternoon?Let me know and I can send an invite with the link. Kindest, recruitername ​",3688,invite,0,3668
1.0,27002,"Hi talentname,We are currently looking for a senior UX designer to join our team at companyname and think you could be a great fit :) If you are interesting I would love to arrange for a video call over hangouts, would you have time tomorrow or Wednesday at 12 pm? The call would take around 45 minutes. Let me know, and I look forward to hearing from you. Kindest, recruitername ",3688,invite,0,3668
0.0,25867,"Hi talentname,We are currently seeking a Sr. Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. (no previous experience needed)  If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
0.0,25865,"Hi talentname,We are currently seeking a Sr. Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. (no prior experience is needed)  If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,25941,"Hi talentname,We are currently seeking a Sr. Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. (no experience needed) If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,25810,"Hi talentname,We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. (no experience with ember required!) If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,25636,"Hi talentname,We are currently seeking a Fullstack Developer, with a frontend focus,  here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. (no ember experience required) If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,25645,"Hi talentname,We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. For Frontend we use Emeberjs as a framework - but experience is not required as long as you are familiar with React or Angular. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
0.0,25732,"Hi talentname,We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. If you are interested please let me know a few times this week you would be available. The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,25563,"Hi talentname,We are currently seeking a senior full-stack Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
0.0,25640,"Hi talentname,We are currently seeking a Sr. Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. For Frontend we use Emeberjs as a framework, so if you are open to something which isn't angular (but very similar)  please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,25637,"Hi talentname,We are currently seeking a full-stack Developer with a frontend focus, here at companyname, and we would love to arrange a video call to discuss the position with you. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
0.0,25312,"Hi talentname,We are currently seeking a Sr. Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times next week you would be available (I am away from tomorrow until Monday) The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,25311,"Hi talentname,We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times next week (I am away tomorrow until Monday) which would work for you. The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,25313,"Hi talentname,We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. If you are interested please let me know a few times next week when you would be available. (I am away tomorrow until Monday) The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,25220,"Hi talentname,​We are currently seeking a Sr. Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
1.0,25272,"Hi talentname,I just wanted to say that if the stack was the reason for rejecting our invite, we do not ask for any experience with Ember, as long as you have experience with React or Angular it is easy to pick up. If it was for other reasons no worries, all the best with the platform :) Kindest,recruitername",3688,invite,0,
0.0,24986,"Hi talentname,​We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
1.0,25227,"Hi talentname,We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
0.0,24999,"Hi talentname,We are currently seeking a Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. We use Emeberjs as a framework, which if you are used to REACT is very similar. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest,recruitername",3688,invite,0,3668
1.0,24985,"Hi talentname,​We are currently seeking a Sr. Frontend Developer here at companyname, and we would love to arrange a video call to discuss the position with you. Our stack is Ruby and Rust for backend and for Frontend we use Emeberjs as a framework. If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername",3688,invite,0,3668
1.0,24597,"Hi talentname,We are currently looking for senior FE developers here at companyname, and I think you could be a great fit!If you are interested I would love to arrange a video call over hangouts for later in the week. Let me know, and if interested please send through a few time which would work for you. Kindest, recruitername ",3688,invite,0,3668
1.0,24622,"Hi talentname,We are looking for a frontend developer here at companyname, and I think from your profile you could be a good fit. If you are interested I would love to arrange a skype call for later in the week.Let me know, and please send through a few times that could work for you. Kindest, recruitername",3688,invite,0,3668
0.0,24190,"Hi talentname,We are currently looking for a Senior Product Manager here at companyname.If you are interested I would love to arrange a short video call via google hangouts for later in the week. Let me know! I look forward to your response. Kindest,recruitername",3688,invite,0,3668
1.0,24157,"Hi talentname,​We are currently seeking a Senior Data Scientist here at companyname, and we would love to arrange a video call to discuss the position with you!If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername ",3688,invite,0,3668
1.0,24155,"Hi talentname,We are currently seeking a Senior Data Scientist here at companyname, and we would love to arrange a video call to discuss the position with you! If you are interested please let me know a few times this week, or early next week you would be available.The video call would be conducted via hangouts. Kindest, recruitername ",3688,invite,0,3668
1.0,24126,"Hi talentname,We are looking for a senior frontend developer to join our team and from the looks of your profile, I think you could be a great fit!If you are interested I would love to arrange a first call via Hangouts for later this week.  Let me know, and enjoy the rest of your day!- recruitername ",3688,invite,0,
1.0,24141,"Hi talentname,We are looking for a senior front-end developer here at companyname! You seem like you are a great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername",3688,invite,0,3668
0.0,24066,"Hi talentname,We are currently looking for a junior frontend developer to join our team at companyname! I see you are a big fan of ember which we work with :) If you are interested I would love to arrange a video call via google hangouts for this week. Let me know, and please suggest a few times which would work for you!Kindest,recruitername ",3688,invite,0,3668
1.0,23801,"Hi talentname,We are currently on the hunt for a senior frontend developer here at companyname, and I would love to arrange a video call with you. Was there a time on Friday you were free? Alternatively, we could have the call on the 28th, or anytime from January 4th onwards. Let me know, I look forward to your response. Kindest, recruitername ",3688,invite,0,
0.0,23534,"Hi talentname,At companyname we are currently looking for a frontend developer to join our team. If you were interested I would love to arrange a video call for Friday. The call would be conducted via google hangouts, and last around 45min. Let me know,  I look forward to your response!recruitername ",3688,invite,0,3668
1.0,23504,"Hi talentname,We are currently on the hunt for a Head of Product here at companyname :) If you are interested, I would love to arrange a call, I can be free at 14:00 or 16:00 CET on Thursday, or at times Friday morning. Let me know, the call would be a video call via google hangouts and last around 45 minutes. kindest, recruitername ",3688,invite,0,3668
1.0,22941,"Hi talentname,At companyname we are currently looking for a senior data scientist. Though for this role we had a budget of around 60-70k in mind, if you would be interested in the lower end of your salary expectations, and maybe the softer perks of the job (autonomy and really shaping where our product can go) I would love to arrange a call to talk more about the role? Let me know, recruitername ",3688,invite,0,
1.0,22974,"Hi talentname,We are currently looking for a Senior Product Manager here at companyname, if you are interested I would love to arrange a call via google hangouts for next week? Around 16:00 CEST Tues-Thurs would be best for me. Let me know, recruitername ",3688,invite,0,3668
1.0,22430,"Hi talentname,I know our offer is below what you are looking for, but I thought I would reach out anyway just in case. We are currently looking for a senior data scientist to take the lead within our small data science team, there would be a lot of autonomy, flexibility and opportunity to have a big impact on where our business is going. However, I understand if for you softer factors may not be the most important, and if our offer is too low, no worries, we understand.  Just let me know :) Thank you, recruitername ",3688,invite,0,
1.0,22390,"Hi talentname,We are currently looking for a senior product manager here at companyname. If you are interested I would love to arrange a video call. Let me know! Kindest, recruitername ",3688,invite,0,3668
1.0,22393,"Hi talentname,We are currently looking for a senior product manager here at companyname.If you are interested I would love to arrange a video call.Let me know!Kindest,recruitername",3688,invite,0,3668
1.0,22056,"Hi talentname,​We are looking for a senior front-end developer. You seem like you are a great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername",3688,invite,0,3668
0.0,22055,"Hi talentname,I can see from your profile you are interested in relocating to the Netherlands, however, if you were to consider a role in Berlin, we are currently on the hunt of a Head of Product, and I would love to chat. Let me know!recruitername",3688,invite,0,
1.0,22036,"Hi talentname,​We are looking for a senior developer with Ruby experience. You seem like you are a great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername",3688,invite,0,3668
1.0,21953,"Hi talentname,​We are looking for a senior developer with Ruby experience. You seem like you are a great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername",3688,invite,0,3668
1.0,21949,"Hi talentname,We are looking for a senior front-end developer. You seem like you are a great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername",3688,invite,0,3668
1.0,21206,"Hi talentname,We are looking for a back-end developer with Ruby experience. You seem like you are a great fit and we would love to get to know you more!Looking forward to chatting!Best, recruitername",3688,invite,0,
1.0,21207,"Hi talentname,​We are looking for a back-end developer with Ruby experience. You seem like you are a great fit and we would love to get to know you more!Looking forward to chatting!Best, recruitername",3688,invite,0,
1.0,21205,"Hi talentname,We are looking for a senior developer with Ruby experience. You seem like you are a great fit and we would love to get to know you more!Looking forward to chatting!Best,recruitername ",3688,invite,0,3668
